0 0.008 0
1 0.00626069 0.000346521
2 0.00484986 0.000632875
3 0.00361338 0.00103
4 0.00246266 0.0013391
5 0.00183685 0.00123554
6 0.0013724 0.00107892
7 0.00118566 0.000974656
8 0.00118278 0.000892784
9 0.0010768 0.000825287
10 0.00110739 0.000802885
11 0.00103243 0.000733038
12 0.000998755 0.00068306
13 0.000981168 0.000649432
14 0.000978353 0.00061592
15 0.000905183 0.000576507
16 0.000890913 0.000566045
17 0.000895456 0.000564089
18 0.000946811 0.000576224
19 0.000927285 0.000555709
20 0.000903014 0.000510915
21 0.000908814 0.000504679
22 0.000895579 0.00048124
23 0.000879877 0.000474533
24 0.00089535 0.000468841
25 0.000873745 0.00044366
26 0.000854646 0.000439615
27 0.000882714 0.000426756
28 0.000851836 0.000423388
29 0.000839342 0.000403838
30 0.000852039 0.000422724
31 0.000878879 0.000422884
32 0.000886498 0.000427828
33 0.000856549 0.000420773
34 0.000922497 0.00041827
35 0.000814686 0.00037723
36 0.00078106 0.000401596
37 0.000797195 0.000457329
38 0.00119441 0.000697274
39 0.00108697 0.000751276
40 0.0014291 0.000677077
41 0.000984035 0.000629339
42 0.000983227 0.000598002
43 0.000970713 0.000586686
44 0.00103628 0.000635728
45 0.00129514 0.000589331
46 0.000931529 0.000525853
47 0.000903603 0.000509684
48 0.000812299 0.000539413
49 0.00149629 0.0006604
50 0.00101881 0.000644704
51 0.00146184 0.000617362
52 0.00108908 0.000535425
53 0.00103684 0.000548245
54 0.00103395 0.000512693
55 0.00109408 0.000396976
56 0.00109406 0.000296285
57 0.00085794 0.000354997
58 0.000857845 0.000285606
59 0.00112824 0.000131609
60 0.000859555 0.000182934
61 0.000914126 6.97567e-05
